"id","create_uid/id","create_date","info2","info3","info","devka_ins_id/id","devka_ins_id/auto_install","devka_ins_id/create_uid/id","devka_ins_id/create_date","devka_ins_id/icon","devka_ins_id/inst2_id/id","devka_ins_id/write_uid/id","devka_ins_id/write_date","devka_ins_id/sequence","devka_ins_id/uninst_id/id","devka_ins_id/uninst2_id/id","devka_ins_id/upg_id/id","devka_ins_id/upg2_id/id","devka_uninst_id/id","devka_uninst_id/auto_install","devka_uninst_id/create_uid/id","devka_uninst_id/create_date","devka_uninst_id/icon","devka_uninst_id/inst_id/id","devka_uninst_id/inst2_id/id","devka_uninst_id/write_uid/id","devka_uninst_id/write_date","devka_uninst_id/sequence","devka_uninst_id/uninst2_id/id","devka_uninst_id/upg_id/id","devka_uninst_id/upg2_id/id","devka_upg_id/id","devka_upg_id/auto_install","devka_upg_id/create_uid/id","devka_upg_id/create_date","devka_upg_id/icon","devka_upg_id/inst_id/id","devka_upg_id/inst2_id/id","devka_upg_id/write_uid/id","devka_upg_id/write_date","devka_upg_id/sequence","devka_upg_id/uninst_id/id","devka_upg_id/uninst2_id/id","devka_upg_id/upg2_id/id","devka2_ins_id/id","devka2_ins_id/auto_install","devka2_ins_id/create_uid/id","devka2_ins_id/create_date","devka2_ins_id/icon","devka2_ins_id/inst_id/id","devka2_ins_id/write_uid/id","devka2_ins_id/write_date","devka2_ins_id/sequence","devka2_ins_id/uninst_id/id","devka2_ins_id/uninst2_id/id","devka2_ins_id/upg_id/id","devka2_ins_id/upg2_id/id","devka2_uninst_id/id","devka2_uninst_id/auto_install","devka2_uninst_id/create_uid/id","devka2_uninst_id/create_date","devka2_uninst_id/icon","devka2_uninst_id/inst_id/id","devka2_uninst_id/inst2_id/id","devka2_uninst_id/write_uid/id","devka2_uninst_id/write_date","devka2_uninst_id/sequence","devka2_uninst_id/uninst_id/id","devka2_uninst_id/upg_id/id","devka2_uninst_id/upg2_id/id","devka2_upg_id/id","devka2_upg_id/auto_install","devka2_upg_id/create_uid/id","devka2_upg_id/create_date","devka2_upg_id/icon","devka2_upg_id/inst_id/id","devka2_upg_id/inst2_id/id","devka2_upg_id/write_uid/id","devka2_upg_id/write_date","devka2_upg_id/sequence","devka2_upg_id/uninst_id/id","devka2_upg_id/uninst2_id/id","devka2_upg_id/upg_id/id","write_uid/id","write_date","name","dt_date","bug_free","is_update"
"","","","","","","base.module_web_advanced_search_x2x","False","base.user_root","2018-03-12 17:39:20","/web_advanced_search_x2x/static/description/icon.png","","base.user_root","2018-03-15 08:59:31","99","","","base.module_product_extended","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_web_diagram_save_position","True","base.user_root","2018-03-12 17:39:20","/base/static/description/icon.png","","base.user_root","2018-03-15 09:01:45","99","","","base.module_product_extended","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_web_export_view","False","base.user_root","2018-03-12 17:39:20","/web_export_view/static/description/icon.png","","base.user_root","2018-03-15 09:01:45","99","","","base.module_product_extended","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_web_graph_extended","True","base.user_root","2018-03-12 17:39:20","/base/static/description/icon.png","","base.user_root","2018-03-15 09:01:45","99","","","base.module_product_extended","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_web_graph_sort","False","base.user_root","2018-03-12 17:39:20","/web_graph_sort/static/description/icon.png","","base.user_root","2018-03-15 09:01:45","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_web_hide_announcement_bar","False","base.user_root","2018-03-12 17:39:20","/web_hide_announcement_bar/static/description/icon.png","","base.user_root","2018-03-15 09:01:45","99","","","base.module_product_extended","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_web_kanban_graph","False","base.user_root","2018-03-12 17:39:20","/web_kanban_graph/static/description/icon.png","","base.user_root","2018-03-15 09:00:32","99","","","base.module_product_extended","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_web_keyboard_navigation","True","base.user_root","2018-03-12 17:39:20","/base/static/description/icon.png","","base.user_root","2018-03-15 09:01:45","99","","","base.module_product_extended","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_web_listview_custom_element_number","False","base.user_root","2018-03-12 17:39:20","/web_listview_custom_element_number/static/description/icon.png","","base.user_root","2018-03-15 09:00:55","99","","","base.module_product_extended","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_web_listview_show_advanced_search","False","base.user_root","2018-03-12 17:39:20","/web_listview_show_advanced_search/static/description/icon.png","","base.user_root","2018-03-15 09:01:45","99","","","base.module_product_extended","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_web_list_view_sticky","False","base.user_root","2018-03-12 17:39:20","/web_list_view_sticky/static/description/icon.png","","base.user_root","2018-03-15 09:01:45","99","","","base.module_product_extended","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_web_search_with_and","False","base.user_root","2018-03-12 17:39:20","/base/static/description/icon.png","","base.user_root","2018-03-15 09:01:28","99","","","base.module_product_extended","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_web_widget_mail_send_odoo","False","base.user_root","2018-03-12 17:39:20","/web_widget_mail_send_odoo/static/description/icon.png","","base.user_root","2018-03-15 09:01:39","99","","","base.module_product_extended","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_web_widget_many2many_tags_multi_selection","False","base.user_root","2018-03-12 17:39:20","/web_widget_many2many_tags_multi_selection/static/description/icon.png","","base.user_root","2018-03-15 09:01:50","99","","","base.module_product_extended","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_many2many_dropdown_menu","False","base.user_root","2018-03-14 14:56:13","/base/static/description/icon.png","","base.user_root","2018-03-14 14:58:15","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","base.module_base_name_search_improved","False","base.user_root","2018-03-12 17:39:20","/base_name_search_improved/static/description/icon.png","base.module_product_extended","","base.user_root","2018-03-15 08:57:35","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","base.module_bt_disable_partner_as_follower","False","base.user_root","2018-03-12 17:39:20","/bt_disable_partner_as_follower/static/description/icon.png","base.module_product_extended","","base.user_root","2018-03-15 09:01:45","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","base.module_bt_message_history_chatter","False","base.user_root","2018-03-12 17:39:20","/bt_message_history_chatter/static/description/icon.png","base.module_product_extended","","base.user_root","2018-03-15 08:57:56","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","base.module_disable_openerp_online","False","base.user_root","2018-03-12 17:39:20","/disable_openerp_online/static/description/icon.png","base.module_product_extended","","base.user_root","2018-03-15 08:58:10","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","base.module_ir_filters_extension","False","base.user_root","2018-03-12 17:39:20","/base/static/description/icon.png","base.module_product_extended","","base.user_root","2018-03-15 08:58:22","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","base.module_quick_record_search_ept","False","base.user_root","2018-03-12 17:39:20","/quick_record_search_ept/static/description/icon.png","base.module_product_extended","","base.user_root","2018-03-15 08:58:35","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","base.module_remove_export_option","False","base.user_root","2018-03-12 17:39:20","/remove_export_option/static/description/icon.png","base.module_product_extended","","base.user_root","2018-03-15 09:01:45","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","base.module_report_xls","False","base.user_root","2018-03-12 17:39:20","/report_xls/static/description/icon.png","base.module_product_extended","","base.user_root","2018-03-15 08:58:57","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","base.module_report_xlsx","False","base.user_root","2018-03-12 17:39:20","/report_xlsx/static/description/icon.png","base.module_product_extended","","base.user_root","2018-03-15 08:59:08","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","base.module_web_advanced_search_wildcard","False","base.user_root","2018-03-12 17:39:20","/base/static/description/icon.png","base.module_product_extended","","base.user_root","2018-03-15 08:59:18","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","base.module_web_advanced_search_x2x","False","base.user_root","2018-03-12 17:39:20","/web_advanced_search_x2x/static/description/icon.png","base.module_product_extended","","base.user_root","2018-03-15 08:59:31","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","base.module_web_diagram_save_position","True","base.user_root","2018-03-12 17:39:20","/base/static/description/icon.png","base.module_product_extended","","base.user_root","2018-03-15 09:01:45","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","base.module_web_export_view","False","base.user_root","2018-03-12 17:39:20","/web_export_view/static/description/icon.png","base.module_product_extended","","base.user_root","2018-03-15 09:01:45","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","base.module_web_graph_extended","True","base.user_root","2018-03-12 17:39:20","/base/static/description/icon.png","base.module_product_extended","","base.user_root","2018-03-15 09:01:45","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","base.module_web_hide_announcement_bar","False","base.user_root","2018-03-12 17:39:20","/web_hide_announcement_bar/static/description/icon.png","base.module_product_extended","","base.user_root","2018-03-15 09:01:45","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","base.module_web_kanban_graph","False","base.user_root","2018-03-12 17:39:20","/web_kanban_graph/static/description/icon.png","base.module_product_extended","","base.user_root","2018-03-15 09:00:32","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","base.module_web_keyboard_navigation","True","base.user_root","2018-03-12 17:39:20","/base/static/description/icon.png","base.module_product_extended","","base.user_root","2018-03-15 09:01:45","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","base.module_web_listview_custom_element_number","False","base.user_root","2018-03-12 17:39:20","/web_listview_custom_element_number/static/description/icon.png","base.module_product_extended","","base.user_root","2018-03-15 09:00:55","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","base.module_web_listview_show_advanced_search","False","base.user_root","2018-03-12 17:39:20","/web_listview_show_advanced_search/static/description/icon.png","base.module_product_extended","","base.user_root","2018-03-15 09:01:45","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","base.module_web_list_view_sticky","False","base.user_root","2018-03-12 17:39:20","/web_list_view_sticky/static/description/icon.png","base.module_product_extended","","base.user_root","2018-03-15 09:01:45","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","base.module_web_search_with_and","False","base.user_root","2018-03-12 17:39:20","/base/static/description/icon.png","base.module_product_extended","","base.user_root","2018-03-15 09:01:28","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","base.module_web_widget_mail_send_odoo","False","base.user_root","2018-03-12 17:39:20","/web_widget_mail_send_odoo/static/description/icon.png","base.module_product_extended","","base.user_root","2018-03-15 09:01:39","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","base.module_web_widget_many2many_tags_multi_selection","False","base.user_root","2018-03-12 17:39:20","/web_widget_many2many_tags_multi_selection/static/description/icon.png","base.module_product_extended","","base.user_root","2018-03-15 09:01:50","99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"__export__.module_release_4","base.user_root","2018-03-12 17:49:18","","","","base.module_mail_compose_select_lang","False","base.user_root","2018-03-12 17:39:20","/mail_compose_select_lang/static/description/icon.png","","base.user_root","2018-03-13 10:49:22","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","base.user_root","2018-03-12 17:49:18","Mail Ext","2018-03-12 17:39:07","False","True"
"","","","","","","base.module_mail_follower_custom_notification","False","base.user_root","2018-03-12 17:39:20","/mail_follower_custom_notification/static/description/icon.png","","base.user_root","2018-03-13 10:49:22","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_mail_notification_email_template","False","base.user_root","2018-03-12 17:39:20","/mail_notification_email_template/static/description/icon.png","","base.user_root","2018-03-13 10:49:22","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_mail_optional_autofollow","False","base.user_root","2018-03-12 17:39:20","/mail_optional_autofollow/static/description/icon.png","","base.user_root","2018-03-13 10:49:22","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_mail_read_new_window","False","base.user_root","2018-03-12 17:39:20","/mail_read_new_window/static/description/icon.png","","base.user_root","2018-03-13 10:49:22","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_sync_mail_forward","False","base.user_root","2018-03-12 17:39:20","/sync_mail_forward/static/description/icon.png","","base.user_root","2018-03-13 10:49:22","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_wct_email_auto_resend","False","base.user_root","2018-03-12 17:39:20","/wct_email_auto_resend/static/description/icon.png","","base.user_root","2018-03-13 10:49:22","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"__export__.module_release_5","base.user_root","2018-03-13 11:12:54","","","","base.module_crm","False","","","/crm/static/description/icon.png","","base.user_root","2018-03-13 11:14:32","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","base.user_root","2018-03-13 11:12:54","Base modules","2018-03-12 17:39:07","False","True"
"","","","","","","base.module_mail","False","","","/mail/static/description/icon.png","","base.user_root","2018-03-13 11:14:32","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_account_voucher","False","","","/account_voucher/static/description/icon.png","","base.user_root","2018-03-13 11:14:32","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_hw_blackbox_be","False","","","/base/static/description/icon.png","","base.user_root","2018-03-13 11:14:32","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_hw_proxy","False","","","/base/static/description/icon.png","","base.user_root","2018-03-15 09:01:45","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_hw_scale","False","","","/base/static/description/icon.png","","base.user_root","2018-03-13 11:14:32","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_hw_scanner","False","","","/base/static/description/icon.png","","base.user_root","2018-03-13 11:14:32","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_point_of_sale","False","","","/point_of_sale/static/description/icon.png","","base.user_root","2018-03-15 09:01:45","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_pos_discount","False","","","/base/static/description/icon.png","","base.user_root","2018-03-13 11:14:32","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_pos_restaurant","False","","","/base/static/description/icon.png","","base.user_root","2018-03-13 11:14:32","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_project","False","","","/project/static/description/icon.png","","base.user_root","2018-03-15 09:01:45","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_note","False","","","/note/static/description/icon.png","","base.user_root","2018-03-15 09:01:45","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_project_issue","False","","","/project_issue/static/description/icon.png","","base.user_root","2018-03-15 09:01:45","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_account_accountant","False","","","/account_accountant/static/description/icon.png","","base.user_root","2018-03-13 11:14:32","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_survey","False","","","/base/static/description/icon.png","","base.user_root","2018-03-13 11:14:32","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_sale","False","","","/sale/static/description/icon.png","","base.user_root","2018-03-15 09:01:45","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_sale_layout","False","","","/base/static/description/icon.png","","base.user_root","2018-03-13 11:14:32","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_stock","False","","","/stock/static/description/icon.png","","base.user_root","2018-03-15 09:01:45","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_stock_account","True","","","/base/static/description/icon.png","","base.user_root","2018-03-15 09:01:45","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_stock_landed_costs","False","","","/base/static/description/icon.png","","base.user_root","2018-03-15 09:01:45","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_im_chat","True","","","/im_chat/static/description/icon.png","","base.user_root","2018-03-15 09:01:45","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_mrp","False","","","/mrp/static/description/icon.png","","base.user_root","2018-03-13 11:14:32","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_crm_project_issue","False","","","/base/static/description/icon.png","","base.user_root","2018-03-15 09:01:45","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_purchase","False","","","/purchase/static/description/icon.png","","base.user_root","2018-03-15 09:01:45","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_hr","False","","","/hr/static/description/icon.png","","base.user_root","2018-03-13 11:14:32","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_hr_timesheet","False","","","/base/static/description/icon.png","","base.user_root","2018-03-13 11:14:32","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_hr_timesheet_sheet","False","","","/hr_timesheet_sheet/static/description/icon.png","","base.user_root","2018-03-13 11:14:32","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_hr_applicant_document","True","","","/base/static/description/icon.png","","base.user_root","2018-03-13 11:14:32","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_hr_recruitment","False","","","/hr_recruitment/static/description/icon.png","","base.user_root","2018-03-13 11:14:32","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_hr_holidays","False","","","/hr_holidays/static/description/icon.png","","base.user_root","2018-03-13 11:14:32","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_hr_expense","False","","","/hr_expense/static/description/icon.png","","base.user_root","2018-03-13 11:14:32","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_hr_evaluation","False","","","/hr_evaluation/static/description/icon.png","","base.user_root","2018-03-13 11:14:32","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_account_asset","False","","","/account_asset/static/description/icon.png","","base.user_root","2018-03-13 11:14:32","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_hr_payroll","False","","","/hr_payroll/static/description/icon.png","","base.user_root","2018-03-13 11:14:32","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_account","False","","","/base/static/description/icon.png","","base.user_root","2018-03-13 11:14:32","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_account_analytic_analysis","False","","","/base/static/description/icon.png","","base.user_root","2018-03-15 09:01:45","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_account_analytic_default","False","","","/base/static/description/icon.png","","base.user_root","2018-03-13 11:14:32","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_account_analytic_plans","False","","","/base/static/description/icon.png","","base.user_root","2018-03-13 11:14:32","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","base.module_account_anglo_saxon","False","","","/base/static/description/icon.png","","base.user_root","2018-03-13 11:14:32","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
